-0.01 -0.61 1.16 -0.55 0.01 0.00 0.00 -0.01 -0.55 1.16 -0.61 0.01 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
-0.01 -0.61 1.16 -0.55 0.01 0.00 0.00 -0.01 -0.55 1.16 -0.61 0.01 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
-0.01 -0.61 1.16 -0.55 0.01 0.00 0.00 -0.01 -0.55 1.16 -0.61 0.01 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
-0.01 -0.61 1.17 -0.55 0.01 0.00 0.00 -0.01 -0.55 1.16 -0.61 0.01 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
-0.01 -0.61 1.17 -0.55 0.01 0.00 0.00 -0.01 -0.55 1.16 -0.61 0.01 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
-0.01 -0.62 1.17 -0.55 0.01 0.00 0.00 -0.01 -0.55 1.16 -0.61 0.01 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
-0.00 -0.62 1.17 -0.55 0.00 0.00 0.00 -0.02 -0.55 1.16 -0.62 0.02 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
-0.00 -0.62 1.17 -0.55 0.00 0.00 0.00 -0.02 -0.55 1.16 -0.62 0.02 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.00 -0.62 1.17 -0.55 -0.00 0.00 0.00 -0.02 -0.54 1.16 -0.62 0.02 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.01 -0.62 1.17 -0.55 -0.01 0.00 0.00 -0.03 -0.54 1.16 -0.62 0.03 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.01 -0.62 1.17 -0.55 -0.01 0.00 0.00 -0.03 -0.54 1.16 -0.62 0.03 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.02 -0.63 1.17 -0.54 -0.02 0.00 0.00 -0.04 -0.54 1.16 -0.62 0.04 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.02 -0.63 1.17 -0.54 -0.02 0.00 0.00 -0.04 -0.54 1.16 -0.62 0.04 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.03 -0.63 1.17 -0.54 -0.03 0.00 0.00 -0.05 -0.53 1.15 -0.62 0.05 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.03 -0.63 1.17 -0.54 -0.03 0.00 0.00 -0.05 -0.53 1.15 -0.62 0.05 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.04 -0.63 1.17 -0.54 -0.04 0.00 0.00 -0.06 -0.53 1.15 -0.62 0.06 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.04 -0.64 1.17 -0.54 -0.04 0.00 0.00 -0.06 -0.53 1.15 -0.62 0.06 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.04 -0.64 1.17 -0.54 -0.04 0.00 0.00 -0.06 -0.52 1.15 -0.62 0.06 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.07 -0.52 1.15 -0.62 0.07 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.07 -0.52 1.15 -0.62 0.07 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.07 -0.52 1.14 -0.62 0.07 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.07 -0.52 1.14 -0.62 0.07 0.00 0.00 0.42 -0.17 0.00 -1.25 0.00 0.00 0.42 0.17 0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.08 -0.52 1.14 -0.62 0.08 0.00 0.00 0.42 -0.17 -0.00 -1.25 0.00 -0.00 0.42 0.17 -0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.08 -0.52 1.14 -0.63 0.08 0.00 0.00 0.42 -0.17 -0.00 -1.25 0.00 -0.00 0.42 0.17 -0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.08 -0.52 1.14 -0.63 0.08 0.00 0.00 0.42 -0.17 -0.00 -1.25 0.00 -0.00 0.42 0.17 -0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.08 -0.51 1.14 -0.63 0.08 0.00 0.00 0.42 -0.17 -0.00 -1.25 0.00 -0.00 0.42 0.17 -0.00 -1.25 0.00 0.00
0.05 -0.64 1.17 -0.53 -0.05 0.00 0.00 -0.09 -0.51 1.14 -0.63 0.09 0.00 0.00 0.42 -0.17 -0.00 -1.25 0.00 -0.00 0.42 0.17 -0.00 -1.25 0.00 0.00
0.05 -0.64 1.18 -0.53 -0.05 0.00 0.00 -0.09 -0.51 1.14 -0.63 0.09 0.00 0.00 0.42 -0.17 -0.00 -1.25 0.00 -0.00 0.42 0.17 -0.00 -1.25 0.00 0.00
