-0.00 0.00 0.00 0.00 0.00 0.00 -0.00 -0.00 0.00 0.00 0.00 0.00 0.00 0.00 -0.00 0.00 -0.00 -0.00 -0.00 -0.00 0.00 0.00 -0.00 0.00 -0.00 0.00
-0.00 -0.00 0.00 -0.00 0.00 0.00 -0.00 -0.00 -0.00 0.00 -0.00 0.00 0.00 0.00 -0.00 -0.00 -0.00 0.01 -0.00 -0.00 0.00 0.00 -0.00 -0.01 -0.00 0.00
-0.00 -0.01 0.01 -0.01 0.00 0.00 -0.00 -0.00 -0.01 0.01 -0.01 0.00 0.00 0.00 -0.01 -0.00 -0.00 0.03 -0.00 -0.00 0.01 0.00 -0.00 -0.03 -0.00 0.00
-0.00 -0.01 0.03 -0.01 0.00 0.00 -0.00 -0.00 -0.01 0.03 -0.01 0.00 0.00 0.00 -0.02 -0.01 -0.00 0.06 -0.00 -0.00 0.02 0.01 -0.00 -0.06 -0.00 0.00
-0.00 -0.03 0.05 -0.02 0.00 0.00 -0.00 -0.00 -0.02 0.05 -0.03 0.00 0.00 0.00 -0.04 -0.01 -0.00 0.11 -0.00 -0.00 0.04 0.01 -0.00 -0.11 -0.00 0.00
-0.00 -0.04 0.08 -0.04 0.00 0.00 -0.00 -0.00 -0.04 0.08 -0.04 0.00 0.00 0.00 -0.06 -0.02 -0.00 0.17 -0.00 -0.00 0.06 0.02 -0.00 -0.17 -0.00 0.00
-0.00 -0.06 0.11 -0.05 0.00 0.00 -0.00 -0.00 -0.05 0.11 -0.06 0.00 0.00 0.00 -0.08 -0.03 -0.00 0.24 -0.00 -0.00 0.08 0.03 -0.00 -0.24 -0.00 0.00
-0.00 -0.08 0.14 -0.07 0.00 0.00 -0.00 -0.00 -0.07 0.14 -0.08 0.00 0.00 0.00 -0.11 -0.04 -0.00 0.32 -0.00 -0.00 0.11 0.04 -0.00 -0.32 -0.00 0.00
-0.00 -0.10 0.19 -0.09 0.00 0.00 -0.00 -0.00 -0.09 0.19 -0.10 0.00 0.00 0.00 -0.14 -0.06 -0.00 0.41 -0.00 -0.00 0.14 0.06 -0.00 -0.41 -0.00 0.00
-0.00 -0.12 0.24 -0.11 0.00 0.00 -0.00 -0.00 -0.11 0.24 -0.12 0.00 0.00 0.00 -0.17 -0.07 -0.00 0.52 -0.00 -0.00 0.17 0.07 -0.00 -0.52 -0.00 0.00
-0.00 -0.15 0.29 -0.14 0.00 0.00 -0.00 -0.00 -0.14 0.29 -0.15 0.00 0.00 0.00 -0.21 -0.08 -0.00 0.63 -0.00 -0.00 0.21 0.08 -0.00 -0.63 -0.00 0.00
-0.00 -0.18 0.35 -0.16 0.00 0.00 -0.00 -0.00 -0.16 0.35 -0.18 0.00 0.00 0.00 -0.26 -0.10 -0.00 0.76 -0.00 -0.00 0.26 0.10 -0.00 -0.76 -0.00 0.00
-0.00 -0.21 0.41 -0.19 0.00 0.00 -0.00 -0.00 -0.19 0.41 -0.21 0.00 0.00 0.00 -0.30 -0.12 -0.00 0.90 -0.00 -0.00 0.30 0.12 -0.00 -0.90 -0.00 0.00
-0.00 -0.25 0.47 -0.23 0.00 0.00 -0.00 -0.00 -0.23 0.47 -0.25 0.00 0.00 0.00 -0.35 -0.14 -0.00 1.04 -0.00 -0.00 0.35 0.14 -0.00 -1.04 -0.00 0.00
-0.00 -0.29 0.55 -0.26 0.00 0.00 -0.00 -0.00 -0.26 0.55 -0.29 0.00 0.00 0.00 -0.40 -0.16 -0.00 1.20 -0.00 -0.00 0.40 0.16 -0.00 -1.20 -0.00 0.00
-0.00 -0.33 0.62 -0.30 0.00 0.00 -0.00 -0.00 -0.30 0.62 -0.33 0.00 0.00 0.00 -0.46 -0.18 -0.00 1.37 -0.00 -0.00 0.46 0.18 -0.00 -1.37 -0.00 0.00
-0.00 -0.37 0.70 -0.33 0.00 0.00 -0.00 -0.00 -0.33 0.70 -0.37 0.00 0.00 0.00 -0.52 -0.21 -0.00 1.54 -0.00 -0.00 0.52 0.21 -0.00 -1.54 -0.00 0.00
-0.00 -0.41 0.78 -0.37 0.00 0.00 -0.00 -0.00 -0.37 0.78 -0.41 0.00 0.00 0.00 -0.58 -0.23 -0.00 1.73 -0.00 -0.00 0.58 0.23 -0.00 -1.73 -0.00 0.00
-0.00 -0.46 0.87 -0.41 0.00 0.00 -0.00 -0.00 -0.41 0.87 -0.46 0.00 0.00 0.00 -0.64 -0.26 -0.00 1.92 -0.00 -0.00 0.64 0.26 -0.00 -1.92 -0.00 0.00
